"('March', 2015)",Extraction procedure and tensile properties of Dharbai and  Christmas palm natural fibres,"Sundaram S Kalyana, Jayabal S"
"('March', 2015)",Antibacterial finish of textile using papaya peels derived silver nanoparticles,"Agarwal Rashi, Garg Neelam, Kashyap Sonu Rani, Chauhan R P"
"('March', 2015)",Theoretical and experimental methods of dynamic clothing pressure performance,"Yongrong Wang, Peihua Zhang, yuan Yao"
"('March', 2015)",Enzymatic dyeing and functional finishing of textile fibres with ferulic acid,"Sun ShaSha, Xing Tieling, Tang RenCheng"
"('March', 2015)",Effect of blend composition on tensile properties of blended Dref-III yarns,"Chaudhuri Atin, Majumdar P K"
"('March', 2015)",Comfort properties of plated knitted fabrics with varying fibre type,"Jhanji Yamini, Gupta Deepti, Kothari V K"
"('March', 2015)",Identification of handloom and powerloom fabrics using proximal support  vector machines,"Ghosh Anindya, Guha Tarit, Bhar R B"
"('March', 2015)",Use of glucose as an ecofriendly reducing sugar in the application of  sulphur dyes - Comparative study with traditional reducing agent,"Baffoun Ayda, Hamdaoui Mohamed, Romdhani Zouheir"
"('March', 2015)",Comparison of polyester-cotton blended yarns produced by blending of polyester with semi-combed and super-carded cotton fibres,"Subramanian S, Vaidheeswaran S, Pradeep S, Uthaman P"
"('March', 2015)",Performance of terry towel,"Singh J P, Behera B K"
"('March', 2015)",Optimization of silk yarn hierarchical structure by genetic algorithm to design scaffolds,"Naghashzargar Elham, Semnani Dariush, Karbasi Saeed"
"('March', 2015)",Microwave-assisted antimicrobial finishing of wool fabric with chitosan derivative,Xue Zhao
"('March', 2015)",Modification of viscose fabrics to impart permanent antimicrobial activity,"ElSayed A Atef, Salama M, Dorgham Sohad M, Kantouch A"
"('March', 2015)",Woven design data transmission using TTL logic for 128 hooks electronic cardless jacquard,"Kumaravelu R, Poornima S, Kasthuri N"
"('March', 2015)",Sericin based bioactive coating for polyester fabric,"Gupta Deepti, Chaudhary Harshita, Gupta Charu"
"('March', 2015)",Comparison between physical properties of ring-spun yarn and compact yarns spun from different pneumatic compacting systems,"Almetwally Alsaid Ahmed, Mourad M M, Hebeish Ali Ali, Ramadan Mohamed A"
"('March', 2015)",Modelling of sound absorption properties of sisal fibre reinforced paper pulp composites using regression model,"Tholkappiyan E, Saravanan D, Jagasthitha R, Angeswari T, Surya V T"
"('June', 2015)",Preparation and characterization of starch /cellulose composite,"Keshk Sherif Mohamed Abdel Salam, Yousef Elsayed, Omran Ahemd"
"('June', 2015)",Capillary rise kinetics on woven fabrics – Experimental and theoretical studies,"Hamdaoui Mohamed, Nasrallah Sassi Ben"
"('June', 2015)",Antiseptic treatment for human foot wounds using piper betel extract finished bamboo/cotton fabrics,"Ramya K, Maheshwari V"
"('June', 2015)",Automatic pattern segmentation of jacquard warp-knitted fabric based on  hybrid image processing methods,"Zhang Yang, Jiang Gaoming, Yao Junzhou, Tong Youcheng"
"('June', 2015)",Measurement of yarn density in  woven fabrics using fringe projection  moiré techniques,"Ezazshahabi Nazanin, Latifi Masoud, Tehran Mohammad Amani, Madanipour Khosro"
"('June', 2015)",Antimoth finishing treatment for woollens using tannin containing natural dyes,"Shakyawar D B, Raja A S M, Kumar Ajay, Pareek P K"
"('June', 2015)","Relationship among seam strength, weft-way fabric strength and stitch density of  B. Twill jute bag","Paul Palash, Sanyal Partha, Chowdhury Soumita, Mukhopadhyay Gopal, Gon D P, Das Koushik"
"('June', 2015)","<span hi="""" lang=""EN-GB"" mangal="""" new="""" roman="""" style=""font-size:11.0pt;font-family: "" times="""">Effect of various mordants in <i style=""mso-bidi-font-style:normal"">Kum</i> dyed cotton, silk and woollen yarns </span>","Saikhom Joylani Devi, Potsangbam Kumar Singh, Choudhury Manabendra Dutta"
"('June', 2015)","<span lang=""EN-GB"" new="""" roman="""" style=""font-size:15.0pt;mso-bidi-font-size:12.0pt;mso-bidi-font-family: "" times="""">Efficacy of natural dye from <i>Gerardiana diversifolia </i>on pashmina (Cashmere) shawls </span>","Kumar Ajay, Raja A S M, Shakyawar D B, Pareek P K, Krofa D"
"('June', 2015)",Long-lasting UV protection and mosquito repellent finish on bamboo/tencel blended fabric with microencapsulated essential oil,"Geethadevi R, Maheshwari V"
"('June', 2015)",Influence of special finishes on denim properties,"Dekanić T, Pušić T, Soljačić I"
"('June', 2015)",Liquid transfer properties and drying behavior of plated knitted fabrics  with varying fibre types,"Jhanji Y, Gupta D, Kothari V K"
"('June', 2015)",Properties of jute-cotton union fabrics through wet processing treatments:  Part II-Double cloth structures with jute weft in subdued form,"Koranne Milind, Chattopadhyay D P, Jaiswal Hiren"
"('June', 2015)",Effect of yarn twisting and de-twisting on comfort characteristics of fabrics,"Banale Ayano Koyrita, Chattopadhyay R"
"('June', 2015)","<span lang=""EN-GB"" mso-bidi-font-family:mangal="""" mso-bidi-language:hi="""" new="""" roman="""" style=""font-size:15.0pt;mso-bidi-font-size: 14.0pt;font-family:"" times="""">Embedding aromatherapy essential oils into textile fabric using β-Cyclodextrin inclusion compound</span>","Ghosh Subhas, Chipot Natalie"
"('June', 2015)",Effect of twist level and twist direction of core (double) yarn on  dref-3 spun yarn,"Halari N R, Rakshit A K, Chattopadhyay S K, Bhowmick M"
"('June', 2015)","<span lang=""EN-GB"" mso-bidi-language:ar-sa="""" new="""" roman="""" style=""font-size:11.0pt;mso-bidi-font-size:10.0pt;font-family: "" times="""">Crystal<span lang=""EN-GB"" mso-ansi-language:en-gb="""" mso-fareast-font-family:="""" new="""" roman="""" style=""font-size:11.0pt;mso-bidi-font-size:10.0pt;font-family:"" times=""""> and molecular structure of muga wild silk fibres based on [Ala-Gly]<sub>n</sub> sequence using LALS technique</span></span>","Urs G Thejas, Ananda H T, Prakash M B Nanda, Byrappa K, Somashekar R"
"('September', 2015)","<span lang=""EN-GB"" mso-ansi-language:en-gb="""" new="""" roman="""" style=""font-size:15.0pt;mso-bidi-font-size: 12.0pt;font-family:"" times="""">Reddish brown pigments from <i style=""mso-bidi-font-style:normal"">Alternaria alternata</i> for textile dyeing and printing</span>","Devi Sagarika, Karuppan Perumal"
"('September', 2015)",Predicting the intermingled yarn number of nips and nips stability with neural network models,"Özkan İlkan, Kuvvetli Yusuf, Baykal Pinar Duru, Şahin Cenk"
"('September', 2015)",Effect of finishing on performance characteristics of woven and  warp-knitted terry fabrics,"Akaydin M, Yilmaz K, Yilmaz N D"
"('September', 2015)",Optimization of spinning parameters influencing the tensile properties of polyester/cotton vortex yarn,"Senthilkumar P, Kuthalam E Sankara"
"('September', 2015)",Dielectric drying effect on properties of fabrics,"Pasayev Nazim, Atalay Mumune"
"('September', 2015)",Tribological performances of fabric self-lubricating liner with different weft densities under severe working conditions,"Ma Jian, Yang Yulin, Qi Xiaowen"
"('September', 2015)",Usage of proportions method for predicting percentage reflectance of woven structures in fabric design,"Akgun Mine, Becerir Behcet, Alpay Halil Rifat"
"('September', 2015)",Theoretical calculation of the ‘natural flock restoration’ time of a cotton comber,"Xinrong Li, Xiuming Jiang, Jiancheng Yang, Xiaowei Wang"
"('September', 2015)",Moisture and thermal management properties of woven and knitted  tri-layer fabrics,"Kandhavadivu P, Rathinamoorthy R, Surjit R"
"('September', 2015)",Design and development of an instrument for non- destructive fabric weight measurement,"Senthilkumar M, Kumar L Ashok, Keerthana A, Pavithra V, Poongodi S"
"('September', 2015)",Properties of knitted fabric made from modified ring-spun yarn,"Liu Xinjin, Su Xuzhong"
"('September', 2015)",Estimating engineering constants of a selected model of textile composite,Szablewski Piotr
"('September', 2015)",Weaving ‘figured - face flip face - fabric’ using orthogonal weft tapestry weave,"Panneerselvam R G, Rathakrishnan L, Vijayakumar H L"
"('September', 2015)",Pin-point effect determination using a rigorous approach,"Dadgar Mehran, Varkiyani S Mohammad Hosseini, Merati Ali Akbar"
"('September', 2015)",An apparatus for quantification of light and temperature cutting  ability of curtains,"Parmar M S, Sisodia Nidhi, Singh Maheshwar"
"('December', 2015)",Simple method for measurement of feltability of rabbit hair,"Voráč J, Štork V, Saul P, Gancarčik T"
"('December', 2015)",Microwave-assisted non-thermal hemp degumming,"Qu Lijun, Zhu Shifeng, Tian Mingwei, Guo Xiaoqing, Han Guangting, Zhang Yan, Tang Xiaoning, Sun Kaikai"
"('December', 2015)",Comparison of biopolymer finishing with functional finishing on wool fibre,"Lakshmanan Ammayappan, Lee Jong Soon, Jeyaraj Jeyakodi Moses, Kochadai Ashok Senthil"
"('December', 2015)",Effects of molecular structure of acrylates on sizing performance of  allyl grafted starch,"Jin Enqi, Li Manli, Xi Bojun, Ye Qiujuan"
"('December', 2015)",Effect of stimuli-responsive nano hydrogel finishing on cotton fabric properties,"Bashari A, Nejad N Hemmati, Pourjavadi A"
"('December', 2015)","Spectral, dyeing and antimicrobial properties of some monoazo naphthalimide dyes on polyamide","Shaki H, Gharanjig K, Khosravi A"
"('December', 2015)","<span hi="""" lang=""EN-GB"" mangal="""" new="""" roman="""" style=""font-size:11.0pt;font-family: "" times="""">Dyeing of silk using <i style=""mso-bidi-font-style:normal"">Madhuca longifolia</i> as natural dye source</span>","Swamy V Narayana, Gowda K N Ninge, Sudhakar R"
"('December', 2015)",Application of biotechnology in the coloration of jute fabric using bis–triazinyl type of reactive dyes,"Pan N C, Chattopadhyay S N, Roy A K"
"('December', 2015)",High pressure injection technique for hypochlorite treatment of polysulfone hollow fibre membranes,"Zarrebini Mohammed, Saghafi Reza, Semnani Dariush, Mahmoudi Mohammad Reza"
"('December', 2015)",Evaluation of false-twist textured yarns by image processing,"Ghaderpanah P, Mokhtari F, Latifi M"
"('December', 2015)",Improving garment thermal insulation property by combining two non-contact measuring tools,"Zhang Zhaohua, Li Jun, Wang Yunyi"
"('December', 2015)",Structural parameters effect on UVR transmission of weft knitted fabrics,"Taghipoor Fatemeh, Hasani Hossein, Khalili Haleh"
"('December', 2015)",Optimization of impact behavior of bio particulated coir-vinyl ester composites using simulated annealing with post analysis,"Ramprasath R, Jayabal S"
"('December', 2015)",Prediction of heat transfer and air permeability properties of light weight nonwovens using artificial intelligence,"Yekrang Javad, Sarijeh Behrouz, Semnani Dariush, Zarrebini Mohammad"
"('December', 2015)",Quality of clothing fabrics in terms of their comfort properties,"Asanovic Koviljka A, Cerovic Dragana D, Mihailovic Tatjana V, Kostic Mirjana M, Reljic Mirjana"
"('December', 2015)",Weaving twill damask fabric using ‘section- scale- stitch’ harnessing,"Panneerselvam R G, Rathakrishnan L, Vijayakumar H L"
"('December', 2015)",Milkweed blended fabrics and their thermal insulation and UV protection properties,"Parmar M S, Bahl Mansi, Rao J V"
"('March', 2014)",Production and characterisation of microbial cellulosic fibre from ,"Gayathry G, Gopalaswamy G"
"('March', 2014)",Influence of polyester fibre shape and size on the hairiness and  some mechanical properties of yarns,"Varshney R K, Kothari V K, Dhamija S"
"('March', 2014)",Effect of xylanase enzyme on mechanical properties of fibres extracted from undried and dried corn husks,"Yılmaz Nazire Deniz, Çalışkan Ebru, Yılmaz Kenan"
"('March', 2014)",Physiological responses of different types clothing in cold weather  condition – A wear trial study,"Shabaridharan, Das A, Gersak J"
"('March', 2014)",Evaluation of fibre orientation in fibrewebs,"Das Dipayan, Ishtiaque S M, Yadav Shivendra"
"('March', 2014)",Stochastic analysis of major physical properties of coconut fibre,"Sengupta S, Basu G, Chakraborty R, Thampi C J"
"('March', 2014)","<span lang=""EN-US"" style=""font-size:15.0pt;mso-bidi-font-weight: bold"">Comparison of the results of different hairiness testers for cotton-Tencel blended ring, compact and vortex yarns<sup>a</sup> </span>","Kilic Musa, Okur Ayşe"
"('March', 2014)",Dyeing properties of natural dye extracted from ,Ke Guizhen
"('March', 2014)",Evaluation of colour fastness properties of natural dye extracted from ,"Singh Shyam Vir, Purohit M C"
"('March', 2014)",Effect of blend ratio on yarn evenness and imperfections characteristics of  wool / polyester ring-spun yarn,Samanta Achintya K
"('March', 2014)",Optimization and prediction of the pilling performance of weft knitted fabrics produced from wool/acrylic blended yarns,"Rejali Mohammad, Hasani Hossein, Ajeli Saeed, Shanbeh Mohsen"
"('March', 2014)",Effect of fabric weaves on compressional behaviour of woven fabric,"Dhoot Nitin S, Patil L G, Katkar P M"
"('March', 2014)",Dual-beard sampling method for fibre length measurements,"Wu H Y, Wang F M"
"('March', 2014)",Optimum conditions for polyamide fabric modification by protease enzyme produced by ,"ElOla Samiha M Abo, Moharam Maysa E, Eladwi Maha M, ElBendary Magda A"
"('March', 2014)",Performance of SVM based on PUK kernel in comparison to SVM based on RBF kernel in prediction of yarn tenacity,"Abakar Khalid AA, Yu Chongwen"
"('March', 2014)",Effect of transverse pressure on tensile property of parallel fibre assembly,"Chaudhuri Atin, Majumdar P K"
"('June', 2014)",Tensile properties and meso-scale mechanism of multi-axial warp-knitted  fabrics of various structural designs,"Gao Zhe, Ma Pibo, Jiang Gaoming, Miao Xuhong"
"('June', 2014)",Numerical modeling of bagging behavior of plain weft knitted fabric using finite element method,"Karimian Mitra, Hasani Hossein, Ajeli Saeed"
"('June', 2014)",Effect of solvent concentration on morphology of electrospun ,"Kamalha E, Zheng Y S, Zeng Y C, Mwasiagi J I"
"('June', 2014)",Studies on convergence point of the  multi-strand yarn spinning,"Liu Xinjin, Su Xuzhong"
"('June', 2014)",Effectiveness of activated carbon produced from coconut and oil palm shells  as anti-odour on textile fabrics,"Eza T S M, Ahmad W Y Wan, Ahmad M R, Omar K, Ahmad M N"
"('June', 2014)",Copper enriched medicinal herbal treated garments for selective skin diseases,"Ganesan P, Ramachandran T"
"('June', 2014)",Characteristics of sugarcane fibres,"Asagekar S D, Joshi V K"
"('June', 2014)",Synthesis and spectral characterizations of poly(congored) grafted  silk fibre — A kinetic approach,"Venkatraman Kohila, Govindarajan Sribala, Lingasamy Kannammal, Balakrishnan Meenarathi, Thirumanasekaran Dhanalakshmi, Ramasamy Anbarasan"
"('June', 2014)","<span lang=""EN-GB"" mso-bidi-font-family:mangal="""" mso-bidi-language:hi="""" new="""" roman="""" style=""font-size:15.0pt;mso-bidi-font-size: 14.0pt;font-family:"" times="""">Studies on the physical properties of Dref-III spun yarns by variation of machine parameters with Box and Behnken’s 3<span color:black="""" hi="""" lang=""EN-GB"" new="""" roman="""" style=""font-size:15.0pt;mso-bidi-font-size: 14.0pt;font-family:"" times="""">×<span en-us="""" lang=""EN-GB"" mso-bidi-font-family:mangal="""" new="""" roman="""" style=""font-size:15.0pt;mso-bidi-font-size:14.0pt; font-family:"" times="""">3 model</span></span></span>","Chaudhuri Atin, Majumdar P K"
"('June', 2014)",Comparison of artificial neural network and regression models for prediction of air-jet textured yarn properties,"Baldua R K, Rengasamy R S, Kothari V K"
"('June', 2014)",A geometrical model of stitch length for lockstitch seam,"Ghosh Subrata, Chavhan Md Vaseem"
"('June', 2014)",Thermal behavior of nonwoven basalt and glass fabrics under  flashover environment,"Ali Akram H M, Yu Weidong"
"('June', 2014)",Thermo-physiological comfort of compression athletic wear,"Manshahia M, Das A"
"('June', 2014)","<span hi="""" lang=""EN-GB"" mangal="""" new="""" roman="""" style=""font-size:11.0pt;font-family: "" times="""">Development of conductive cotton fabric by <i>in situ</i> chemical polymerization of pyrrole using ammonium peroxidisulphate as oxidant</span>","Deogaonkar Smita C, Patil Amol J"
"('June', 2014)",Effect of material and fabric parameters on fatigue value of weft knitted fabrics,"Moazzeni Najmeh, Hasani Hossein, Shanbeh Mohsen"
"('June', 2014)",Heat and moisture transport in single jersey plated fabrics,"Gupta Deepti, Kothari Vijay Kumar, Jhanji Yamini"
"('September', 2014)",Electromagnetic shielding behaviour of conductive filler composites and conductive fabrics – A review,"Jagatheesan Krishnasamy, Ramasamy Alagirusamy, Das Apurba, Basu Ananjan"
"('September', 2014)",Comprehensive quality evaluation of jutecell/cotton blended yarn based on principal component analysis,"Zhong Zhili, Wang Yuxin, Wu Jianqing, Chen Rong, Ling Liangzhong, Zhu Ruhua"
"('September', 2014)","Properties of cotton, tencel and cotton/tencel blended ring- spun yarns","Ramasamy K A, Nalankilli G, Shanmugasundaram O L"
"('September', 2014)",Effect of sulfosuccinylation of corn starch on the adhesion to viscose fibres at lower temperature,"Li Wei, Zhu Zhifeng"
"('September', 2014)",A new kinetic model for cotton reactive dyeing at different temperatures,"Hamdaoui Mohamed, Lanouar Ahlem"
"('September', 2014)",Dyeing of cotton with sulphur dyes using alkaline catalase as reduction catalyst,"Chakraborty J N, Jaruhar Priyadarshi"
"('September', 2014)",Effect of process variables on properties of viscose vortex coloured spun yarn,Zou Zhuanyong
"('September', 2014)",Yarn properties developments with diagonally slotted roller on  ring spinning machine,"Merati Ali Akbar, AlamdarYazdi Aliasghar, Farokhnia Alireza"
"('September', 2014)",Studies on elastane-cotton core-spun stretch yarns and fabrics: Part III — Comfort characteristics,"Kumar B, Das A, Singh P A"
"('September', 2014)",Surface activation of polyester fabric using ammonia dielectric barrier discharge and improvement in colour depth,"Dave Hemen, Ledwani Lalita, Chandwani Nisha, Desai Bhakti, Nema S K"
"('September', 2014)",Study on flame retardant properties of poly(lactic acid) fibre fabrics,"Parmar M S, Singh Maheshwar, Tiwari Rajiv Kumar, Saran Swami"
"('September', 2014)",Optimization of parameters for application of sericin on cotton knits,"Gupta Deepti, Gulrajani M L, Thakur Ashish Nath, Agrawal Anjali"
"('September', 2014)",Fabric defect detection using linear filtering and morphological operations,"Çelik H İbrahim, Dülger L Canan, Topalbekiroğlu Mehmet"
"('September', 2014)",Knitted fabric specifications and axilla odour retention characteristics,"Rathinamoorthy R, Thilagavathi G"
"('September', 2014)",Fuzzing mechanism and fibre fatigue of wool knit,"Wan Ailan, Jiang Gaoming, Yu Weidong, Cong Honglian"
"('September', 2014)",Dimensional parameters of 1×1 rib fabric produced on a circular bed double jersey knitting machine using ultrasonic technique,"Mukherjee Sandip, Ray Sadhan Chandra, Punj S K"
"('September', 2014)",Seam slippage and seam strength behavior of elastic woven fabrics under static loading,"Namiranian Rostam, Najar Saeed Shaikhzadeh, Etrati Seyed Mohammad, Manich Albert M"
"('December', 2014)",Cooling garments—A review,"Sarkar Soumyajit, Kothari V K"
"('December', 2014)",High active sportswear – A critical review,"Manshahia M, Das A"
"('December', 2014)",Numerical analysis of the slub yarn  breaking strength using finite element method,"Su Xuzhong, Gao Weidong, Liu Xinjin, Xie Chunping, Zhu Ye"
"('December', 2014)",Effect of spinning variables on packing density of cotton yarn,"Hussain U, Sarwar A, Shafqat A R, Muzaffar M, Iqbal M, Zahra N, Ahmad F, Hussain T"
"('December', 2014)",Preparation of ultra-porous UPM/PHBV nanofibres using solvent-etching technology and drug-loading efficiency,"Jin Lanming, Jiang Gaoming, Liu Shuiping"
"('December', 2014)",Effect of nano-polysiloxane based finishing on handle properties of jute blended fabric,"Lakshmanan Ammayappan, Debnath Sanjoy, Sengupta Surajit"
"('December', 2014)",Multifunctional finishes on cotton textiles using combination of chitosan and polycarboxylic acids,"Sunder Athisayam Edwin, Nalankilli Govindan, Swamy N K Palani"
"('December', 2014)",Imparting anti-shrink functionality to wool by individual and simultaneous application of keratinase and papain,"Chakraborty J N, Madān P P S"
"('December', 2014)",Dyeing of cotton fabrics using reactive dyes by microwave irradiation technique,"Haggag K, ElMolla M M, Mahmoued Z M"
"('December', 2014)",Anti-bacterial properties of lactoferrin immobilized wool fabric,"Han Xue, Yu Yuanyuan, Wang Qiang, Fan Xuerong, Cui Li, Wang Ping"
"('December', 2014)",Estimating the deflection of weft yarn in plain woven fabric  using yarn pull out test,"Ghane Mohammad, Lari Vhahid Zarezadeh"
"('December', 2014)",Thermoregulatory characteristics of bamboo / lyocell union fabrics,"Kandhavadivu P, Rathinamoorthy R, Surjit R"
"('December', 2014)",Evaluating performance characteristics of different fusible intertinings,"Phebe K, Krishnaraj K, Chandrasekaran B"
"('December', 2014)",Drape analysis of fabrics used for outerwear,"Masteikaitė Vitalija, Sacevičienė Virginija, Janulevičienė Danguolė, Igembayeva Gulnar, Nurzhasarova Maira"
"('December', 2014)",Extraction and characterization of silk sericin,"Gupta Deepti, Agrawal Anjali, Rangi Abhilasha"
"('December', 2014)",Drafting force measurement and its relation with break draft and  short term sliver irregularity,"Siddiqui Qasim, Yu Chongwen"
"('December', 2014)","Comparing the packing densities of yarns spun by ring, compact and vortex spinning systems using image analysis method","Kilic Musa, Buyukbayraktar R Befru, Kilic Gonca B, Aydin Sehriban, Eski Nazan"
"('March', 2013)",Characterization of Egyptian cotton fibres,"Messiry Magdi El, AbdEllatif Samar Ahmed Mohsen"
"('March', 2013)",Use of novel synthesized aqueous binders for pigment printing of polyester fabrics,"ElMolla M M, Haggag K, ElShall F N, Shaker N O, Alian N A"
"('March', 2013)",Effect of sonication on bioscouring of organic cotton through mixed enzymatic system – Neural network approach,"Vigneswaran C, Ananthasubramanian M, Anbumani N"
"('March', 2013)",Improvement in properties of cotton fabric through synthesized  nano-chitosan application,"Chattopadhyay Debapriya, Inamdar M S"
"('March', 2013)",Prediction and optimization of mechanical properties of particles filled  coir-polyester composites using ANN and RSM algorithms,"Sathiyamurthy S, Thaheer A Syed Abu, Jayabal S"
"('March', 2013)","<span lang=""EN-GB"" mso-bidi-font-family:mangal="""" mso-bidi-language:hi="""" new="""" roman="""" style=""font-size:15.0pt;mso-bidi-font-size: 11.0pt;font-family:"" times="""">Hydrophobic, cross-linked and photoactive cotton fabric using nano TiO<sub>2</sub> and BTCA —Statistically optimized by RSM</span>","Montazer M, Golshani P, Moghadam M Bameni"
"('March', 2013)",Synthesis of halogen free flame retardant and its application on polypropylene,"Adivarekar R V, Dasarwar S D, Khurana N S"
"('March', 2013)",DSC and IR methods for determination of accessibility of cellulosic coir fibre  and thermal degradation under mercerization,"Mahato D N, Mathur B K, Bhattacherjee S"
"('March', 2013)",Electronic fineness tester of jute and allied fibres,"Roy Gautam, Saha S C, Satapathy K K"
"('March', 2013)",Studies on tensile properties of eri/acrylic blended yarn,"Choudhuri Prabir Kumar, Majumdar Prabal Kumar, Sarkar Bijon"
"('March', 2013)",Effect of process parameters on impact strength of short jute fibre reinforced polypropylene composite board,"Saravanan K, Dhurai Bhaarathi"
"('March', 2013)",Measuring the roughness of knitted fabrics by analysis of surface signals obtained from image processing,"Hasani Hossein, Behtaz Sanaz"
"('March', 2013)",A study of interface behavior in sisal fibre composites – Single fibre pull out test,"Mukhopadhyay S, Narula R Pal V, Mayank M"
"('March', 2013)",Effect of chemical extraction parameters on corn husk fibres characteristics,Yılmaz Nazire Deniz
"('March', 2013)",Reduction clearing of simulated disperse dyed PLA fabrics and their  tensile properties,Baig Gulzar A
"('March', 2013)","Influence of splicing parameters on retained splice strength, elongation and appearance of spliced cotton/flax blended yarn","Moqeet Abdul, Jabbar Abdul, Hussain Tanveer, Ali Zulfiqar, UlHaq Zahoor"
"('June', 2013)",Optimum conditions for surface modification of PET by lipase enzymes produced by Egyptian bacilli in comparison with standard one,"ElOla Samiha M Abo, Moharam Maysa E, ElBendary Magda A"
"('June', 2013)",Improving light fastness of reactive dyed cotton fabric with antioxidant  and UV absorbers,"Thiagarajan P, Nalankilli G"
"('June', 2013)",Development of UV protective electrospun layers for high performance  fibres for high altitude applications,"Seyam AbdelFattah M, Won Jessica"
"('June', 2013)",Biopolishing of cotton fabric with fungal cellulase and its effect on the morphology of cotton fibres,"Saravanan D, Lakshmi S N Sree, Raja K Senthil, Vasanthi N S"
"('June', 2013)",Wet pretreatment of linen by enzyme and alternative bleaching techniques,"Patra A K, Mahish S S, Chakraborty J N"
"('June', 2013)",Plasma utilization for treating wool/polyester blended fabric to improve its printability,"Maamoun D, Ghalab S"
"('June', 2013)","Minimization of dyestuff pollutions using native, alkali-treated or bleached cellulose of rice straw as adsorbent","ElThalouth I Abd, ElHennawi H M, ElSalam S S Abd, Adel E"
"('June', 2013)",Actuation performance of shape memory alloy friction-spun yarns,"Ahmad M R, Yahya M H M, Ahmad W Y W, Salleh J, Hassim N"
"('June', 2013)",Influence of twist and blend ratio on characteristics of ring-spun tencel  blended yarns,"Tyagi G K, Goyal Ashvani, Chattopadhyay R"
"('June', 2013)","Pashmina fibre —Production, characteristics and utilization","Shakyawar D B, Raja A S M, Kumar Ajay, Pareek P K, Wani S A"
"('June', 2013)",Quality variables of meltblown submicron filter materials,"Shim Woo Sub, Lee Duck Weon"
"('June', 2013)",Optimization of polyester printing with disperse dye nanoparticles,"Osman H, Khairy M"
"('June', 2013)",Measuring resistance of textile materials based on Van der Pauw method,Tokarska M
"('June', 2013)",Use of MS paint for jacquard graph designing and printing,Panneerselvam R G
"('June', 2013)","Evaluation of enzymatic hydrolyzed starches in discharge, discharge-resist and burn-out printing styles","ElThalouth I Abd, Ragheb A A, Nassar S H, Ibrahim M A, Shahin A A"
"('June', 2013)",Geometrical parameters of yarn cross-section in plain woven fabric,"Afrashteh Siavash, Merati Ali Akbar, Jeddi Ali Asghar Asgharian"
"('September', 2013)",Yarn hairiness versus quality of cotton fibres,Krupincova Gabriela
"('September', 2013)",Extraction of rubiadin dye from ,"Haque M Ahsanul, Khan G M Arifuzzaman, Razzaque S M Abdur, Khatun Khodeza, Chakraborty Ashok Kumar, Alam M Shamsul"
"('September', 2013)",Sound insulation property of three-dimensional spacer fabric composites,"Haijian Cao, Kejing Yu, Kun Qian"
"('September', 2013)",Studies on camel hair - merino wool blended knitted fabrics,"Sharma Anjali, Pant Suman"
"('September', 2013)",Contact electrification of polymeric surfaces,"Liu Lu, Oxenham William, Seyam AbdelFattah M"
"('September', 2013)",Application of natural oil on light weight denim garment and analysis of its  multi-functional performances,"Vijayalakshmi D, Ramachandran T"
"('September', 2013)",Optimisation of process conditions of cotton fabric treatment with,"Rathinamoorthy R, Thilagavathi G"
"('September', 2013)",Studies on elastane-cotton core-spun stretch yarns and fabrics: Part I─Yarn characteristics,"Das A, Chakraborty R"
"('September', 2013)",Extraction of copper enriched seeds for healthcare textiles,"Ganesan P, Ramachandran T, Karthik T, Vadivu P Kandha"
"('September', 2013)",Natural dye production from ,"Poorniammal R, Parthiban M, Gunasekaran S, Murugesan R, Thilagavathi G"
"('September', 2013)",Enhancement in the properties of jute-cotton union fabrics through wet processing treatments: Part I—Simple woven structures with jute weft in subdued form,"Koranne Milind, Chattopadhyay D P, Jaiswal Hiren"
"('September', 2013)",UV protection and self-cleaning finish for cotton fabric using metal  oxide nanoparticles,"Sivakumar A, Murugan R, Sundaresan K, Periyasamy S"
"('September', 2013)",An improvement in calculation method for apparel assembly  line balancing,"Khosravi F, Sadeghi A H, Jolai F"
"('September', 2013)",A 3-D model study for 2/1 twill and 3/1 twill weaves,"Turan R B, Okur A"
"('September', 2013)",Studies on friction in cotton textiles: Part I—A study on the relationship between physical properties and frictional characteristics of cotton fibres and yarns,"Nair A U, Sheela R, Vivekanandan M V, Patwardhan B A, Nachane R P"
"('September', 2013)","Physical characteristics of tencel-polyester and tencel-cotton yarns produced on ring, rotor and air-jet spinning machines","Tyagi G K, Goyal Ashvani, Chattopadhyay R"
"('December', 2013)",Microwave interactive properties of cotton fabrics coated with carbon  nanotubes/polyurethane composite,"Gupta K K, Abbas S M, Srivastava Anurag, Nasim M, Saxena A K, Abhyankar Ashutosh"
"('December', 2013)",Roughness and frictional properties of cotton and polyester woven fabrics,"Sülar Vildan, Öner Eren, Okur Ayşe"
"('December', 2013)",Studies on kinetic and thermodynamic parameters of natural dye curcumin on  PLA fibre,"Wu Jihong, Guo Hui, Ke Jun, Fan Jiangtao"
"('December', 2013)",Studies on elastane-cotton core-spun stretch yarns and fabrics: Part II –  Fabric low-stress mechanical characteristics,"Das A, Chakraborty R"
"('December', 2013)","Low-stress and recovery characteristics of tencel blended ring, rotor and MJS yarns","Tyagi G K, Goyal Ashvani, Chattopadhyay R"
"('December', 2013)",Infrared thermography in material research – A review of textile applications,"Banerjee D, Chattopadhyay S K, Tuli Suneet"
